온천, 6, 완속, 충남 아산시 번영로 195, 127.0126351, 36.7850639
서령, 6, 완속, 충남 서산시 호수공원2로 5, 126.445774, 36.7766703
청전, 6, 완속, 충북 제천시 청전대로 238, 128.2144993, 37.1494888
신광, 6, 완속, 전남 광양시 광양읍 서천변로 14, 127.5825482, 34.9667222
사랑, 6, 완속, 전북 전주시 덕진구 전주천둥로 378, 127.1302994, 35.8277451
금강, 6, 완속, 전북 군산시 진포로 213번지, 126.7327349, 35.9776427
지평선, 6, 완속, 전북 김제시 도작로 68, 126.9017927, 35.8008177
형산, 6, 완속, 경북 포항시 남구 새천년대로 345, 129.3385116, 36.0089584
한동, 6, 완속, 경북 포항시 북구 천마로 30, 129.3969586, 36.0815686
거제, 6, 완속, 부산시 연제구 아시아드대로 64 , 129.0678846, 35.1903495
마창, 6, 완속, 경남 창원시 의창구 의창대로46, 128.6064073, 35.2554836
두정, 6, 완속, 충남 천안시 서북로 부성6길 39-5, 127.1378969, 36.8361251
조은, 6, 완속, 충북 청주시 상당구 산성로 121 , 127.5046504, 36.6335791
병영, 6, 완속, 울산시 중구 번영로 547, 129.3418914, 35.5680514
부송, 6, 완속, 전북 익산시 부송로 124, 126.9900529, 35.9626675
선운, 6, 완속, 전북 고창군 고창읍 중앙로 286번지, 126.7067221, 35.434719
